国家,年份,预期寿命,成人死亡率,婴儿死亡数,酒精消费,五岁以下死亡数,乙肝疫苗接种率,麻疹病例数,BMI指数,脊髓灰质炎疫苗接种率,白喉疫苗接种率,HIV/AIDS死亡率,GDP人均,人口数量(百万),10-19岁消瘦率,5-9岁消瘦率,受教育年限,发达国家,发展中国家
Rwanda,2011,64.5,233.744,40.6,6.66,58.6,97,87,21.7,93,97,0.86,631,10.29,6.3,6.2,3.8,0,1
Rwanda,2010,63.4,246.635,44.0,7.13,63.8,97,87,21.7,93,97,1.04,599,10.04,6.5,6.3,3.8,0,1
Rwanda,2009,62.1,259.5265,47.0,7.3,69.6,97,87,21.6,93,97,1.09,573,9.78,6.6,6.4,3.3,0,1
Rwanda,2008,60.6,272.418,50.2,7.51,76.3,97,87,21.5,97,97,1.22,554,9.52,6.7,6.6,3.2,0,1
Rwanda,2007,58.9,285.3095,54.4,7.84,84.4,97,87,21.5,98,97,1.44,512,9.27,6.8,6.7,3.1,0,1
Rwanda,2006,57.1,312.9135,59.3,8.79,93.9,99,87,21.4,99,99,1.86,488,9.04,6.8,6.8,2.9,0,1
Rwanda,2005,55.3,340.5175,65.5,9.25,105.4,95,87,21.3,95,95,2.07,457,8.84,6.8,7.0,2.8,0,1
Rwanda,2004,53.6,368.1215,72.8,7.83,118.6,89,87,21.2,89,89,2.27,425,8.68,6.9,7.1,2.7,0,1
Rwanda,2003,52.2,395.725,81.4,8.65,133.5,96,87,21.2,96,96,2.5,401,8.56,7.0,7.3,2.6,0,1
Rwanda,2002,51.0,423.329,90.3,9.16,149.6,88,87,21.1,85,88,2.69,399,8.43,7.2,7.4,2.5,0,1
Rwanda,2001,49.9,432.824,100.0,9.27,167.4,91,87,21.0,76,77,2.9,361,8.23,7.4,7.5,2.4,0,1
Rwanda,2000,48.6,442.3195,109.5,8.71,185.2,91,87,20.9,90,90,3.17,345,7.93,7.6,7.7,2.3,0,1
Samoa,2015,72.7,111.949,15.9,2.1,18.6,59,55,32.1,78,66,0.17,4074,0.19,0.2,0.1,10.3,0,1
Samoa,2014,72.5,114.527,16.1,2.05,18.7,56,68,32.0,76,63,0.17,3932,0.19,0.2,0.1,10.3,0,1
Samoa,2013,72.4,117.105,16.2,1.84,18.9,60,74,31.8,81,67,0.17,3961,0.19,0.2,0.1,10.3,0,1
Samoa,2012,72.1,119.683,16.4,2.1,19.1,64,52,31.7,82,64,0.17,4012,0.19,0.2,0.1,10.2,0,1
Samoa,2011,71.9,124.37,16.5,2.1,19.2,58,50,31.6,79,65,0.17,4219,0.19,0.2,0.1,10.2,0,1
Samoa,2010,71.7,129.0575,16.6,2.96,19.3,57,30,31.5,74,62,0.17,4083,0.19,0.2,0.2,10.0,0,1
Samoa,2009,71.4,133.7445,18.8,2.88,25.7,44,14,31.4,61,49,0.17,4012,0.18,0.2,0.2,9.9,0,1
Samoa,2008,71.2,138.431,16.5,3.97,19.3,12,46,31.3,69,26,0.17,4062,0.18,0.2,0.2,9.8,0,1
Samoa,2007,70.9,143.1185,16.5,3.85,19.3,46,36,31.2,63,53,0.17,3949,0.18,0.2,0.2,9.7,0,1
Samoa,2006,70.6,148.0145,16.5,3.52,19.3,35,47,31.1,49,39,0.17,3955,0.18,0.2,0.2,9.5,0,1
Samoa,2005,70.4,152.911,16.5,3.63,19.3,41,26,31.0,66,49,0.17,3897,0.18,0.2,0.2,9.4,0,1
Samoa,2004,70.1,157.807,16.6,3.62,19.4,54,45,30.9,35,55,0.17,3678,0.18,0.2,0.2,9.3,0,1
Samoa,2003,69.8,162.7035,16.8,4.16,19.7,83,65,30.8,90,83,0.17,3590,0.18,0.2,0.2,9.2,0,1
Samoa,2002,69.5,167.599,17.1,3.29,20.1,86,84,30.7,91,86,0.17,3433,0.18,0.2,0.2,9.1,0,1
Samoa,2001,69.1,172.201,17.6,3.42,20.6,89,46,30.6,88,85,0.17,3268,0.18,0.2,0.2,8.9,0,1
Samoa,2000,68.7,176.802,18.1,3.0,21.2,89,46,30.5,98,95,0.17,3059,0.17,0.2,0.2,8.8,0,1
Sao Tome and Principe,2015,69.4,191.586,18.5,5.0,23.1,96,76,24.7,96,96,0.15,1585,0.2,5.5,5.3,5.6,0,1
Sao Tome and Principe,2014,69.1,192.893,20.1,5.63,25.3,95,71,24.7,95,95,0.18,1554,0.2,5.6,5.4,5.3,0,1
Sao Tome and Principe,2013,68.7,194.199,22.0,5.4,27.7,97,71,24.6,97,97,0.16,1486,0.19,5.7,5.5,5.2,0,1
Sao Tome and Principe,2012,68.3,195.5055,23.7,5.65,30.2,96,71,24.6,96,96,0.22,1446,0.19,5.9,5.7,5.1,0,1
Sao Tome and Principe,2011,67.9,196.7465,25.7,6.31,33.0,96,71,24.5,96,96,0.27,1431,0.18,6.0,5.9,5.0,0,1
Sao Tome and Principe,2010,67.4,197.987,27.6,5.0,36.1,98,71,24.4,98,98,0.31,1402,0.18,6.1,6.0,4.9,0,1
Sao Tome and Principe,2009,66.9,199.2275,29.7,4.34,39.3,98,71,24.4,99,98,0.36,1348,0.18,6.3,6.2,4.8,0,1
Sao Tome and Principe,2008,66.4,200.4685,31.9,4.56,42.9,99,71,24.3,99,99,0.39,1353,0.17,6.5,6.4,4.7,0,1
Sao Tome and Principe,2007,65.9,201.709,34.2,4.32,46.7,87,71,24.2,98,97,0.46,1287,0.17,6.7,6.6,4.6,0,1
Sao Tome and Principe,2006,65.3,204.863,36.6,5.68,50.9,75,71,24.1,97,97,0.53,1282,0.16,6.9,6.8,4.5,0,1
Sao Tome and Principe,2005,64.7,208.017,39.3,5.5,55.5,96,71,24.0,97,97,0.62,1206,0.16,7.0,7.0,4.5,0,1
Sao Tome and Principe,2004,64.0,211.171,42.1,5.92,60.4,70,71,23.9,99,96,0.75,1154,0.15,7.2,7.2,4.4,0,1
Sao Tome and Principe,2003,63.4,214.3245,45.0,6.7,65.6,43,71,23.8,94,94,0.89,1136,0.15,7.4,7.4,4.4,0,1
Sao Tome and Principe,2002,62.7,217.479,48.0,5.93,71.0,70,71,23.7,92,92,1.08,1087,0.15,7.6,7.6,4.3,0,1
Sao Tome and Principe,2001,62.0,218.9645,51.2,5.1,76.5,70,71,23.6,90,92,1.23,1081,0.14,7.8,7.8,4.3,0,1
Sao Tome and Principe,2000,61.4,220.45,54.3,5.07,82.0,70,71,23.5,87,82,1.31,1081,0.14,8.0,8.1,4.2,0,1
Saudi Arabia,2015,74.7,87.974,7.8,0.0,9.1,98,96,28.4,97,98,0.13,20628,31.72,7.8,7.6,9.5,0,1
Saudi Arabia,2014,74.5,89.12,8.3,0.0,9.6,98,98,28.3,98,98,0.13,20328,30.92,7.7,7.5,9.5,0,1
Saudi Arabia,2013,74.4,90.265,8.8,0.0,10.2,98,99,28.3,98,98,0.13,20176,30.05,7.6,7.5,9.5,0,1
Saudi Arabia,2012,74.3,91.4105,9.3,0.0,10.8,98,98,28.2,98,98,0.13,20250,29.15,7.5,7.4,9.4,0,1
Saudi Arabia,2011,74.1,92.9715,9.9,0.0,11.5,98,97,28.1,98,98,0.13,19813,28.27,7.4,7.4,9.1,0,1
Saudi Arabia,2010,73.9,94.533,10.5,0.0,12.3,98,98,28.1,98,98,0.13,18568,27.42,7.3,7.4,8.9,0,1
Saudi Arabia,2009,73.8,96.094,11.2,0.088,13.0,98,98,28.0,98,98,0.13,18203,26.63,7.3,7.3,8.6,0,1
Saudi Arabia,2008,73.6,97.655,11.9,0.082,13.8,98,98,27.9,98,98,0.13,19118,25.89,7.2,7.3,8.3,0,1
Saudi Arabia,2007,73.5,99.216,12.6,0.092,14.7,96,98,27.9,96,96,0.13,18496,25.18,7.2,7.3,8.1,0,1
Saudi Arabia,2006,73.4,100.432,13.4,0.08,15.5,96,97,27.8,96,96,0.13,18670,24.5,7.2,7.3,7.8,0,1
Saudi Arabia,2005,73.3,101.6475,14.2,0.054,16.5,97,97,27.8,96,96,0.13,18683,23.82,7.2,7.3,7.6,0,1
Saudi Arabia,2004,73.2,102.8635,15.0,0.059,17.4,96,97,27.7,96,96,0.13,18220,23.13,7.2,7.3,7.5,0,1
Saudi Arabia,2003,73.1,104.079,15.8,0.057,18.5,95,97,27.7,95,95,0.13,17385,22.46,7.2,7.3,7.1,0,1
Saudi Arabia,2002,72.9,105.2955,16.7,0.056,19.6,97,96,27.6,95,95,0.13,16095,21.81,7.3,7.3,7.0,0,1
Saudi Arabia,2001,72.8,107.6395,17.7,0.049,20.7,95,96,27.6,97,97,0.13,17032,21.2,7.3,7.3,6.8,0,1
Saudi Arabia,2000,72.6,109.984,18.8,0.054,22.0,93,96,27.6,95,95,0.13,17691,20.66,7.3,7.4,6.7,0,1
Senegal,2015,66.7,190.0275,34.7,0.19,49.4,89,54,22.9,85,89,0.1,1219,14.58,9.5,9.3,2.9,0,1
Senegal,2014,66.4,193.5185,36.2,0.19,52.3,89,64,22.9,85,89,0.1,1179,14.17,9.7,9.5,2.8,0,1
Senegal,2013,65.9,197.0095,37.6,0.19,55.4,92,33,22.9,89,92,0.12,1141,13.78,9.9,9.7,2.8,0,1
Senegal,2012,65.4,200.5,39.2,0.19,58.7,91,33,22.8,83,91,0.14,1146,13.4,1.0,9.9,2.6,0,1
Senegal,2011,64.9,206.2,40.7,0.21,62.1,92,33,22.8,89,92,0.16,1133,13.03,1.2,1.1,2.4,0,1
Senegal,2010,64.3,211.9,42.4,0.18,65.7,89,33,22.7,76,89,0.19,1150,12.68,1.4,1.3,2.4,0,1
Senegal,2009,63.6,217.6005,44.1,0.31,69.8,86,33,22.7,83,86,0.22,1143,12.34,1.6,1.5,2.4,0,1
Senegal,2008,62.9,223.3005,46.1,0.36,74.3,88,33,22.7,87,88,0.26,1143,12.0,1.8,1.7,2.4,0,1
Senegal,2007,62.1,229.0005,48.2,0.34,79.4,94,33,22.6,93,94,0.36,1132,11.69,11.0,1.9,2.4,0,1
Senegal,2006,61.4,233.387,50.6,0.37,85.2,89,33,22.5,89,89,0.42,1130,11.38,11.2,11.1,2.4,0,1
Senegal,2005,60.6,237.7735,53.2,0.34,91.8,84,33,22.5,84,84,0.49,1134,11.09,11.4,11.3,2.4,0,1
Senegal,2004,59.9,242.16,56.1,0.36,99.1,89,33,22.4,87,87,0.55,1115,10.81,11.6,11.5,2.4,0,1
Senegal,2003,59.3,246.5465,59.2,0.19,107.0,87,33,22.3,73,73,0.59,1093,10.54,11.8,11.7,2.4,0,1
Senegal,2002,58.7,250.933,62.3,0.22,115.1,87,33,22.3,60,60,0.64,1061,10.28,12.0,11.9,2.4,0,1
Senegal,2001,58.2,250.9235,65.2,0.24,122.9,87,33,22.2,49,52,0.67,1086,10.04,12.1,12.1,2.3,0,1
Senegal,2000,57.8,250.914,67.7,0.24,129.5,87,33,22.1,49,52,0.68,1067,9.8,12.3,12.3,1.9,0,1
Serbia,2015,75.3,114.328,5.4,7.2,6.3,94,86,26.0,95,95,0.02,5589,7.1,2.0,2.0,11.0,0,1
Serbia,2014,75.3,116.691,5.7,7.19,6.6,92,91,26.0,93,93,0.02,5463,7.13,2.1,2.1,10.7,0,1
Serbia,2013,75.2,119.055,5.9,7.94,6.9,91,82,25.9,97,95,0.02,5525,7.16,2.1,2.1,10.4,0,1
Serbia,2012,74.8,121.4185,6.2,8.78,7.1,97,90,25.9,93,91,0.02,5344,7.2,2.1,2.1,10.5,0,1
Serbia,2011,74.5,124.594,6.4,8.55,7.4,94,90,25.8,94,94,0.02,5354,7.23,2.2,2.2,10.6,0,1
Serbia,2010,74.3,127.7695,6.6,8.87,7.6,89,91,25.8,91,91,0.02,5206,7.29,2.2,2.3,10.4,0,1
Serbia,2009,74.0,130.945,6.7,9.78,7.8,93,87,25.7,97,95,0.02,5148,7.32,2.3,2.3,10.4,0,1
Serbia,2008,73.9,134.1205,6.9,9.59,8.0,93,97,25.7,95,95,0.02,5271,7.35,2.3,2.4,10.4,0,1
Serbia,2007,73.6,137.2965,7.0,9.42,8.1,99,96,25.6,93,94,0.02,4968,7.38,2.4,2.4,10.2,0,1
Serbia,2006,73.4,139.896,7.3,8.82,8.4,93,90,25.6,97,92,0.01,4648,7.41,2.5,2.5,10.2,0,1
Serbia,2005,72.8,142.495,7.7,9.27,8.9,65,98,25.5,98,98,0.01,4405,7.44,2.5,2.6,10.2,0,1
Serbia,2004,72.7,145.094,8.4,9.17,9.7,89,96,25.5,96,88,0.01,4162,7.46,2.6,2.6,10.0,0,1
Serbia,2003,72.4,147.6935,9.1,9.1,10.5,82,96,25.4,89,89,0.01,3808,7.48,2.7,2.7,9.9,0,1
Serbia,2002,72.3,150.293,9.9,9.2,11.5,79,75,25.4,95,95,0.01,3640,7.5,2.7,2.8,9.7,0,1
Serbia,2001,72.2,150.105,10.6,9.2,12.2,83,74,25.3,93,93,0.01,3419,7.5,2.8,2.8,9.6,0,1
Serbia,2000,71.6,149.9165,10.9,9.2,12.6,81,78,25.3,98,95,0.01,3193,7.52,2.8,2.9,9.4,0,1
Seychelles,2015,74.3,151.6085,12.7,8.7,14.8,98,98,26.6,97,97,3.5,15158,0.09,5.7,6.0,9.5,0,1
Seychelles,2014,73.2,152.1215,12.6,8.44,14.7,99,98,26.6,99,99,3.5,14672,0.09,5.7,6.0,9.4,0,1
Seychelles,2013,73.1,152.634,12.5,8.32,14.5,99,97,26.5,98,98,3.5,14260,0.09,5.7,6.1,9.1,0,1
Seychelles,2012,74.3,153.147,12.4,8.89,14.4,99,99,26.4,98,98,3.5,13701,0.09,5.7,6.1,8.8,0,1
Seychelles,2011,72.7,154.4505,12.2,7.83,14.2,99,99,26.3,99,99,3.5,13664,0.09,5.7,6.1,8.4,0,1
Seychelles,2010,73.2,155.754,12.1,5.54,14.1,99,98,26.2,99,99,3.5,12336,0.09,5.8,6.2,8.1,0,1
Seychelles,2009,73.1,157.0575,12.0,5.2,14.0,99,99,26.2,99,99,3.5,11973,0.09,5.8,6.2,8.0,0,1
Seychelles,2008,73.2,158.361,12.0,6.68,13.9,99,98,26.1,99,99,3.5,12154,0.09,5.9,6.3,8.0,0,1
Seychelles,2007,73.1,159.664,11.9,7.25,13.8,99,99,26.0,99,99,3.5,12702,0.09,5.9,6.3,7.9,0,1
Seychelles,2006,72.2,162.877,11.9,6.43,13.8,99,99,25.9,99,99,3.5,11562,0.08,5.9,6.3,7.8,0,1
Seychelles,2005,72.1,166.0905,11.8,6.6,13.7,99,99,25.8,99,99,3.5,10790,0.08,6.0,6.4,7.7,0,1
Seychelles,2004,72.7,169.304,11.8,6.56,13.7,99,99,25.8,99,99,3.5,9944,0.08,6.0,6.4,7.7,0,1
Seychelles,2003,71.0,172.5165,11.8,7.35,13.7,99,99,25.7,99,99,3.5,10198,0.08,6.1,6.5,7.6,0,1
Seychelles,2002,71.1,175.73,11.8,8.13,13.7,99,99,25.6,99,99,3.5,10714,0.08,6.1,6.6,7.6,0,1
Seychelles,2001,73.3,178.6415,11.8,6.84,13.7,96,98,25.5,96,96,3.5,10915,0.08,6.2,6.6,7.5,0,1
Seychelles,2000,72.8,181.553,11.8,8.33,13.8,98,99,25.4,98,98,3.5,11178,0.08,6.3,6.7,7.4,0,1
Sierra Leone,2015,52.9,397.8705,95.1,3.06,140.2,86,60,22.7,86,86,0.85,588,7.17,7.4,7.3,3.4,0,1
Sierra Leone,2014,52.4,401.9615,95.6,3.04,139.2,83,60,22.7,83,83,0.92,757,7.02,7.5,7.4,3.3,0,1
Sierra Leone,2013,51.7,406.0525,97.7,3.12,141.2,92,60,22.6,92,92,0.95,740,6.86,7.7,7.6,3.3,0,1
Sierra Leone,2012,51.0,410.143,100.7,3.19,147.3,91,60,22.6,91,91,0.94,627,6.71,7.9,7.8,3.2,0,1
Sierra Leone,2011,50.2,417.623,103.8,3.41,153.8,89,60,22.6,88,89,1.02,557,6.56,8.1,8.0,3.1,0,1
Sierra Leone,2010,49.4,425.103,107.2,3.48,160.6,86,60,22.6,84,86,1.11,536,6.42,8.3,8.2,3.1,0,1
Sierra Leone,2009,48.5,432.5825,110.6,3.98,167.7,84,60,22.6,81,84,1.17,520,6.27,8.5,8.4,3.0,0,1
Sierra Leone,2008,47.5,440.0625,114.2,3.83,174.9,77,60,22.5,75,77,1.21,516,6.13,8.7,8.7,2.9,0,1
Sierra Leone,2007,46.5,447.5425,117.6,3.67,182.0,63,60,22.5,63,64,1.32,501,5.99,8.9,8.9,2.8,0,1
Sierra Leone,2006,45.5,459.6215,120.9,3.68,188.9,75,60,22.4,65,64,1.36,476,5.83,9.1,9.1,2.8,0,1
Sierra Leone,2005,44.5,471.7,124.1,3.65,195.5,72,60,22.4,67,65,1.4,472,5.65,9.3,9.3,2.7,0,1
Sierra Leone,2004,43.5,483.779,127.2,3.81,202.0,70,60,22.3,69,65,1.41,469,5.43,9.5,9.5,2.6,0,1
Sierra Leone,2003,42.4,495.8585,130.2,3.87,208.1,72,60,22.2,66,73,1.49,460,5.2,9.7,9.8,2.5,0,1
Sierra Leone,2002,41.4,507.937,132.9,3.9,213.9,71,60,22.2,54,53,1.53,441,4.97,9.9,1.0,2.5,0,1
Sierra Leone,2001,40.4,519.6305,135.6,3.98,219.4,71,60,22.1,38,38,1.57,364,4.75,1.1,1.2,2.4,0,1
Sierra Leone,2000,39.4,531.3245,138.1,3.75,224.9,71,60,22.0,46,44,1.59,403,4.58,1.3,1.4,2.3,0,1
Singapore,2015,82.7,50.9615,2.2,1.82,2.7,96,90,23.6,96,96,0.07,55647,5.54,2.2,2.2,11.5,0,1
Singapore,2014,82.5,52.393,2.2,1.84,2.7,96,90,23.6,96,96,0.08,54683,5.47,2.2,2.2,11.4,0,1
Singapore,2013,82.2,53.8245,2.2,1.86,2.8,97,90,23.6,97,97,0.09,53300,5.4,2.2,2.2,11.4,0,1
Singapore,2012,82.0,55.2565,2.2,1.94,2.8,97,95,23.6,97,97,0.1,51680,5.31,2.2,2.1,11.3,0,1
Singapore,2011,81.7,57.001,2.2,1.89,2.8,96,96,23.6,96,96,0.1,50714,5.18,2.1,2.1,11.2,0,1
Singapore,2010,81.5,58.746,2.3,1.84,2.8,96,96,23.5,96,96,0.11,48753,5.08,2.1,2.1,11.2,0,1
Singapore,2009,81.2,60.491,2.3,1.73,2.8,96,95,23.5,97,97,0.12,43333,4.99,2.1,2.1,10.5,0,1
Singapore,2008,80.8,62.236,2.3,1.69,2.8,97,96,23.5,97,97,0.12,44602,4.84,2.1,2.1,10.5,0,1
Singapore,2007,80.4,63.981,2.3,1.59,2.9,96,96,23.5,97,97,0.13,46180,4.59,2.1,2.0,10.2,0,1
Singapore,2006,80.1,65.786,2.3,1.55,2.9,95,96,23.5,95,95,0.14,44160,4.4,2.1,2.0,10.1,0,1
Singapore,2005,80.0,67.5915,2.3,1.49,2.9,96,95,23.5,96,96,0.14,41799,4.27,2.1,2.0,10.5,0,1
Singapore,2004,79.5,69.3965,2.4,1.44,3.0,94,96,23.5,95,95,0.14,39857,4.17,2.1,2.0,10.2,0,1
Singapore,2003,79.0,71.202,2.5,1.43,3.2,95,96,23.5,96,96,0.15,36710,4.11,2.1,2.0,9.8,0,1
Singapore,2002,78.6,73.007,2.6,2.16,3.4,95,96,23.5,94,94,0.15,34599,4.18,2.1,2.0,9.5,0,1
Singapore,2001,78.3,76.5795,2.8,2.08,3.6,95,96,23.5,95,96,0.15,33598,4.14,2.1,2.0,9.2,0,1
Singapore,2000,78.0,80.151,3.0,2.02,3.9,97,98,23.4,98,98,0.14,34891,4.03,2.1,2.0,8.9,0,1
Slovak Republic,2015,76.6,110.515,5.1,10.27,6.2,96,97,26.4,96,96,0.02,16342,5.42,1.2,1.2,12.5,1,0
Slovak Republic,2014,76.8,108.859,5.2,10.26,6.4,97,97,26.3,97,97,0.01,15547,5.42,1.2,1.2,12.3,1,0
Slovak Republic,2013,76.4,111.094,5.3,9.9,6.5,98,97,26.2,98,98,0.01,15149,5.41,1.2,1.3,12.2,1,0
Slovak Republic,2012,76.1,115.561,5.5,10.14,6.6,99,97,26.2,99,99,0.01,15067,5.41,1.2,1.3,12.3,1,0
Slovak Republic,2011,76.0,120.157,5.6,10.27,6.8,99,97,26.1,99,99,0.01,14890,5.4,1.2,1.3,12.1,1,0
Slovak Republic,2010,75.1,121.948,5.8,10.16,7.0,99,97,26.0,99,99,0.01,14526,5.39,1.3,1.3,11.6,1,0
Slovak Republic,2009,74.9,129.606,5.9,11.13,7.2,99,97,26.0,99,99,0.01,13679,5.39,1.3,1.4,11.4,1,0
Slovak Republic,2008,74.7,134.367,6.1,11.87,7.4,99,97,25.9,99,99,0.01,14488,5.38,1.3,1.4,11.2,1,0
Slovak Republic,2007,74.2,137.7115,6.4,10.96,7.7,99,97,25.8,99,99,0.01,13734,5.37,1.3,1.4,11.1,1,0
Slovak Republic,2006,74.2,136.22,6.6,10.89,7.9,99,97,25.8,99,99,0.01,12396,5.37,1.4,1.5,10.9,1,0
Slovak Republic,2005,73.9,139.5745,6.8,11.06,8.2,99,97,25.7,99,99,0.01,11426,5.37,1.4,1.5,10.8,1,0
Slovak Republic,2004,74.0,138.1965,7.1,10.52,8.5,99,97,25.7,99,99,0.01,10717,5.37,1.4,1.5,10.6,1,0
Slovak Republic,2003,73.6,144.053,7.3,10.23,8.8,99,97,25.6,98,99,0.01,10178,5.37,1.5,1.6,10.4,1,0
Slovak Republic,2002,73.6,145.3625,7.6,11.16,9.1,99,97,25.6,98,99,0.01,9641,5.38,1.5,1.6,10.3,1,0
Slovak Republic,2001,73.4,146.314,7.9,11.12,9.4,99,97,25.5,99,99,0.01,9222,5.38,1.5,1.6,10.1,1,0
Slovak Republic,2000,73.1,147.9935,8.2,11.33,9.8,98,97,25.5,98,99,0.01,8915,5.39,1.6,1.7,10.3,1,0
Slovenia,2015,80.8,73.356,2.1,11.49,2.6,88,96,26.5,95,95,0.01,20890,2.06,1.4,1.3,12.0,1,0
Slovenia,2014,81.1,69.2825,2.2,10.92,2.7,88,94,26.4,95,95,0.01,20454,2.06,1.4,1.4,11.9,1,0
Slovenia,2013,80.3,77.3625,2.3,9.53,2.8,88,95,26.3,95,95,0.02,19922,2.06,1.4,1.4,11.7,1,0
Slovenia,2012,80.1,80.7685,2.4,10.95,2.9,88,96,26.2,96,96,0.02,20157,2.06,1.5,1.5,11.7,1,0
Slovenia,2011,80.0,81.406,2.5,10.61,3.1,88,96,26.2,96,96,0.02,20747,2.05,1.6,1.6,12.2,1,0
Slovenia,2010,79.4,86.192,2.6,10.33,3.2,88,96,26.1,96,96,0.02,20613,2.05,1.6,1.6,12.1,1,0
Slovenia,2009,79.0,88.8695,2.8,10.52,3.4,88,98,26.0,96,96,0.03,20428,2.04,1.7,1.7,12.1,1,0
Slovenia,2008,78.8,94.189,2.9,10.94,3.6,88,98,25.9,97,97,0.03,22297,2.02,1.7,1.7,11.9,1,0
Slovenia,2007,78.6,99.0175,3.1,11.02,3.8,88,98,25.9,97,97,0.03,21575,2.02,1.8,1.8,11.8,1,0
Slovenia,2006,78.1,102.7445,3.3,12.26,4.0,88,99,25.8,97,97,0.03,20280,2.01,1.8,1.9,11.8,1,0
Slovenia,2005,77.6,101.813,3.5,11.19,4.2,88,99,25.7,95,95,0.03,19239,2.0,1.9,2.0,11.7,1,0
Slovenia,2004,77.2,111.937,3.7,10.01,4.4,88,99,25.6,94,94,0.03,18568,2.0,2.0,2.0,12.0,1,0
Slovenia,2003,76.9,117.617,3.9,11.55,4.7,88,98,25.6,95,95,0.03,17803,2.0,2.0,2.1,11.5,1,0
Slovenia,2002,76.0,115.2275,4.1,9.87,4.9,88,98,25.5,93,93,0.02,17302,1.99,2.1,2.2,11.5,1,0
Slovenia,2001,75.8,121.8735,4.3,11.58,5.2,88,98,25.4,93,92,0.02,16737,1.99,2.2,2.2,11.5,1,0
Slovenia,2000,75.4,120.8335,4.6,12.8,5.5,88,98,25.4,93,91,0.02,16241,1.99,2.2,2.3,11.6,1,0
Solomon Islands,2015,72.2,148.087,19.3,1.01,22.7,98,65,26.2,85,98,0.17,2167,0.6,1.1,1.2,5.4,0,1
Solomon Islands,2014,71.9,151.628,19.9,0.95,23.4,88,65,26.1,78,88,0.17,2195,0.59,1.1,1.2,5.3,0,1
Solomon Islands,2013,71.6,155.1685,20.5,0.94,24.2,94,65,26.0,85,94,0.17,2232,0.57,1.1,1.2,5.3,0,1
Solomon Islands,2012,71.3,158.7095,21.0,0.97,24.9,99,65,25.9,88,99,0.17,2178,0.56,1.2,1.2,5.2,0,1
Solomon Islands,2011,71.0,163.8705,21.6,1.03,25.6,99,65,25.9,97,99,0.17,2195,0.54,1.2,1.2,5.2,0,1
Solomon Islands,2010,70.7,169.032,22.2,1.09,26.4,87,65,25.8,84,90,0.17,2099,0.53,1.2,1.2,5.1,0,1
Solomon Islands,2009,70.4,174.1935,22.8,1.2,27.1,92,65,25.7,90,92,0.17,1980,0.52,1.2,1.2,5.0,0,1
Solomon Islands,2008,70.1,179.355,23.3,1.07,27.8,89,65,25.6,88,89,0.17,1976,0.5,1.2,1.2,5.0,0,1
Solomon Islands,2007,69.8,184.517,23.8,0.82,28.4,90,65,25.5,89,90,0.17,1910,0.49,1.2,1.2,4.9,0,1
Solomon Islands,2006,69.5,190.4555,24.1,1.01,28.9,99,65,25.4,99,99,0.17,1871,0.48,1.3,1.3,4.9,0,1
Solomon Islands,2005,69.2,196.3945,24.4,1.13,29.3,83,65,25.3,90,89,0.17,1827,0.47,1.3,1.3,4.8,0,1
Solomon Islands,2004,68.8,202.334,24.7,1.21,29.6,81,65,25.3,89,90,0.17,1774,0.46,1.3,1.3,4.8,0,1
Solomon Islands,2003,68.5,208.273,24.9,1.2,29.8,79,65,25.2,84,84,0.17,1706,0.45,1.3,1.3,4.7,0,1
Solomon Islands,2002,68.2,214.212,25.1,1.09,30.1,75,65,25.1,78,78,0.17,1644,0.44,1.4,1.4,4.7,0,1
Solomon Islands,2001,67.8,221.1905,25.3,0.7,30.4,83,65,25.0,88,84,0.17,1737,0.42,1.4,1.4,4.6,0,1
Solomon Islands,2000,67.4,228.169,25.6,0.71,30.7,81,65,24.9,88,86,0.17,1939,0.41,1.4,1.4,4.6,0,1
Somalia,2015,55.9,308.303,83.6,0.0,134.3,42,64,23.1,47,42,0.13,386,13.8,6.6,6.4,2.1,0,1
Somalia,2014,55.5,312.486,85.9,0.0,138.4,42,64,23.1,47,42,0.13,346,13.42,6.7,6.5,2.1,0,1
Somalia,2013,55.1,316.669,88.4,0.0,143.0,42,64,23.0,47,42,0.13,330,13.06,6.8,6.6,2.1,0,1
Somalia,2012,54.7,320.8515,91.0,0.0,147.8,42,64,22.9,47,42,0.13,331,12.72,6.8,6.7,2.1,0,1
Somalia,2011,54.3,323.489,93.8,0.0,152.8,42,64,22.9,49,41,0.13,313,12.38,6.9,6.7,2.1,0,1
Somalia,2010,54.0,326.1265,96.2,0.0,157.4,42,64,22.8,49,45,0.13,296,12.04,7.0,6.8,2.1,0,1
Somalia,2009,53.7,328.7635,98.7,0.0,161.9,42,64,22.7,41,42,0.13,280,11.72,7.1,6.9,2.1,0,1
Somalia,2008,53.3,331.401,101.1,0.0,166.5,42,64,22.7,40,31,0.13,265,11.4,7.2,7.0,2.1,0,1
Somalia,2007,53.0,334.038,103.0,0.0003,170.1,42,64,22.6,40,40,0.13,250,11.08,7.3,7.1,2.1,0,1
Somalia,2006,52.7,337.337,104.0,0.0001,172.0,42,64,22.5,26,26,0.13,237,10.76,7.4,7.2,2.1,0,1
Somalia,2005,52.3,340.636,104.4,0.0,172.6,42,64,22.5,35,35,0.13,225,10.45,7.5,7.3,2.1,0,1
Somalia,2004,52.0,343.935,104.4,0.0,172.7,42,64,22.4,30,30,0.13,213,10.13,7.6,7.4,2.1,0,1
